1,32.33,7.5,0,0,11,2,1.585,1,0,0,1,2,420,0,0
0,38.58,5,0,0,2,0,13.5,1,0,0,1,0,980,0,0
1,44.25,0.5,0,0,6,0,10.75,1,0,0,0,2,400,0,0
1,44.83,7,1,1,0,0,1.625,0,0,0,0,0,160,2,0
1,20.67,5.29,0,0,8,0,0.375,1,1,1,0,0,160,0,0
1,34.08,6.5,0,0,12,0,0.125,1,0,0,1,0,443,0,0
0,19.17,0.585,1,1,12,0,0.585,1,0,0,1,0,160,0,0
1,21.67,1.165,1,1,5,0,2.5,1,1,1,0,0,180,20,0
1,21.5,9.75,0,0,0,0,0.25,1,0,0,0,0,140,0,0
1,49.58,19,0,0,13,7,0,1,1,1,0,0,94,0,0
0,27.67,1.5,0,0,6,0,2,1,0,0,0,2,368,0,0
1,39.83,0.5,0,0,6,0,0.25,1,0,0,0,2,288,0,0
1,27.25,0.625,0,0,12,0,0.455,1,0,0,1,0,200,0,0
1,37.17,4,0,0,0,2,5,1,0,0,1,2,280,0,0
1,25.67,2.21,1,1,12,0,4,1,0,0,0,0,188,0,0
1,34,4.5,0,0,12,0,1,1,0,0,1,0,240,0,0
0,49,1.5,0,0,4,3,0,1,0,0,1,0,100,27,0
1,62.5,12.75,1,1,0,1,5,1,0,0,0,0,112,0,0
1,31.42,15.5,0,0,0,0,0.5,1,0,0,0,0,120,0,0
1,52.33,1.375,1,1,0,1,9.46,1,0,0,1,0,200,100,0
1,28.75,1.5,1,1,0,0,1.5,1,0,0,1,0,0,225,0
0,28.58,3.54,0,0,3,2,0.5,1,0,0,1,0,171,0,0
1,23,0.625,1,1,12,0,0.125,1,0,0,0,0,180,1,0
0,22.5,11,1,1,8,0,3,1,0,0,1,0,268,0,0
0,28.5,1,0,0,8,0,1,1,1,2,1,0,167,500,0
1,37.5,1.75,1,1,0,2,0.25,1,0,0,1,0,164,400,0
1,35.25,16.5,1,1,0,0,4,1,0,0,0,0,80,0,0
1,18.67,5,0,0,8,0,0.375,1,1,2,0,0,0,38,0
1,25,12,0,0,5,0,2.25,1,1,2,1,0,120,5,0
1,27.83,4,1,1,3,1,5.75,1,1,2,1,0,75,0,0
1,54.83,15.5,0,0,11,5,0,1,1,20,0,0,152,130,0
1,28.75,1.165,0,0,5,0,0.5,1,0,0,0,2,280,0,0
0,25,11,1,1,12,0,4.5,1,0,0,0,0,120,0,0
1,40.92,2.25,1,1,10,1,10,1,0,0,1,0,176,0,0
0,19.75,0.75,0,0,0,0,0.795,1,1,5,1,0,140,5,0
1,29.17,3.5,0,0,9,0,3.5,1,1,3,1,0,329,0,0
0,24.5,1.04,1,1,13,7,0.5,1,1,3,0,0,180,147,0
1,24.58,12.5,0,0,9,0,0.875,1,0,0,1,0,260,0,0
0,33.75,0.75,0,0,5,2,1,1,1,3,1,0,212,0,0
1,20.67,1.25,1,1,0,1,1.375,1,1,3,1,0,140,210,0
0,25.42,1.125,0,0,8,0,1.29,1,1,2,0,0,200,0,0
1,37.75,7,0,0,8,1,11.5,1,1,7,1,0,300,5,0
1,18.17,10.25,0,0,0,1,1.085,0,0,0,0,0,320,13,0
1,20,11.045,0,0,0,0,2,0,0,0,1,0,136,0,0
1,20,0,0,0,1,0,0.5,0,0,0,0,0,144,0,0
0,20.75,9.54,0,0,3,0,0.04,0,0,0,0,0,200,1000,0
0,24.5,1.75,1,1,0,0,0.165,0,0,0,0,0,132,0,0
1,32.75,2.335,0,0,1,1,5.75,0,0,0,1,0,292,0,0
0,52.17,0,1,1,13,7,0,0,0,0,0,0,0,0,0
0,48.17,1.335,0,0,3,8,0.335,0,0,0,0,0,0,120,0
0,20.42,10.5,1,1,10,1,0,0,0,0,1,0,154,32,0
1,50.75,0.585,0,0,13,7,0,0,0,0,0,0,145,0,0
1,17.08,0.085,1,1,0,0,0.04,0,0,0,0,0,140,722,0
1,18.33,1.21,1,1,11,6,0,0,0,0,0,0,100,0,0
0,32,6,0,0,1,0,1.25,0,0,0,0,0,272,0,0
1,32.33,2.5,0,0,0,0,1.25,0,0,0,1,0,280,0,0
1,18.08,6.75,1,1,6,0,0.04,0,0,0,0,0,140,0,0
1,38.25,10.125,1,1,5,0,0.125,0,0,0,0,0,160,0,0
1,30.67,2.5,0,0,2,1,2.25,0,0,0,1,2,340,0,0
1,18.58,5.71,0,0,1,0,0.54,0,0,0,0,0,120,0,0
0,19.17,5.415,0,0,3,1,0.29,0,0,0,0,0,80,484,0
0,18.17,10,1,1,8,1,0.165,0,0,0,0,0,340,0,0
1,16.25,0.835,0,0,6,0,0.085,1,0,0,0,2,200,0,0
1,21.17,0.875,1,1,0,1,0.25,0,0,0,0,0,280,204,0
1,23.92,0.585,1,1,2,1,0.125,0,0,0,0,0,240,1,0
1,17.67,4.46,0,0,0,0,0.25,0,0,0,0,2,80,0,0
0,16.5,1.25,0,0,8,0,0.25,0,1,1,0,0,108,98,0
1,23.25,12.625,0,0,0,0,0.125,0,1,2,0,0,0,5552,0
1,17.58,10,0,0,9,1,0.165,0,1,1,0,0,120,1,0
1,29.5,0.58,0,0,9,0,0.29,0,1,1,0,0,340,2803,0
1,18.83,0.415,1,1,0,0,0.165,0,1,1,0,0,200,1,0
0,21.75,1.75,1,1,4,3,0,0,0,0,0,0,160,0,0
1,23,0.75,0,0,6,0,0.5,0,0,0,1,2,320,0,0
0,18.25,10,0,0,9,0,1,0,1,1,0,0,120,1,0
1,25.42,0.54,0,0,9,0,0.165,0,1,1,0,0,272,444,0
1,35.75,2.415,0,0,9,0,0.125,0,1,2,0,0,220,1,0
0,16.08,0.335,0,0,13,7,0,0,1,1,0,0,160,126,0
0,31.92,3.125,0,0,13,7,3.04,0,1,2,1,0,200,4,0
1,69.17,9,0,0,13,7,4,0,1,1,0,0,70,6,0
1,32.92,2.5,0,0,12,0,1.75,0,1,2,1,0,720,0,0
1,16.33,2.75,0,0,12,0,0.665,0,1,1,0,0,80,21,0
1,22.17,12.125,0,0,0,0,3.335,0,1,2,1,0,180,173,0
0,57.58,2,0,0,13,7,6.5,0,1,1,0,0,0,10,0
1,18.25,0.165,0,0,1,0,0.25,0,0,0,1,2,280,0,0
1,23.42,1,0,0,0,0,0.5,0,0,0,1,2,280,0,0
0,15.92,2.875,0,0,8,0,0.085,0,0,0,0,0,120,0,0
0,24.75,13.665,0,0,8,1,1.5,0,0,0,0,0,280,1,0
1,48.75,26.335,1,1,13,7,0,1,0,0,1,0,0,0,0
1,23.5,2.75,0,0,13,7,4.5,0,0,0,0,0,160,25,0
1,18.58,10.29,0,0,13,7,0.415,0,0,0,0,0,80,0,0
1,27.75,1.29,0,0,5,1,0.25,0,0,0,1,2,140,0,0
0,31.75,3,1,1,4,3,0,0,0,0,0,0,160,20,0
0,24.83,4.5,0,0,9,0,1,0,0,0,1,0,360,6,0
1,19,1.75,1,1,0,0,2.335,0,0,0,1,0,112,6,0
0,16.33,0.21,0,0,12,0,0.125,0,0,0,0,0,200,1,0
0,18.58,10,0,0,1,0,0.415,0,0,0,0,0,80,42,0
1,16.25,0,1,1,12,0,0.25,0,0,0,0,0,60,0,0
1,23,0.75,0,0,6,0,0.5,1,0,0,1,2,320,0,0
1,21.17,0.25,1,1,0,1,0.25,0,0,0,0,0,280,204,0
1,33.67,1.25,0,0,9,0,1.165,0,0,0,0,0,120,0,0
0,29.5,1.085,1,1,10,0,1,0,0,0,0,0,280,13,0
1,30.17,1.085,1,1,0,0,0.04,0,0,0,0,0,170,179,0
1,34.83,2.5,1,1,9,0,3,0,0,0,0,2,200,0,0
0,33.25,2.5,1,1,0,0,2.5,0,0,0,1,0,0,2,0
1,34.08,2.5,0,0,0,0,1,0,0,0,0,0,460,16,0
0,25.25,12.5,0,0,1,0,1,0,0,0,1,0,180,1062,0
1,34.75,2.5,0,0,2,2,0.5,0,0,0,0,0,348,0,0
1,27.67,0.75,0,0,8,1,0.165,0,0,0,1,0,220,251,0
1,47.33,6.5,0,0,0,0,1,0,0,0,1,0,0,228,0
0,34.83,1.25,1,1,3,1,0.5,0,0,0,1,0,160,0,0
0,33.25,3,1,1,12,0,2,0,0,0,0,0,180,0,0
1,28,3,0,0,9,0,0.75,0,0,0,1,0,300,67,0
0,39.08,4,0,0,0,0,3,0,0,0,0,0,480,0,0
1,42.75,4.085,0,0,12,0,0.04,0,0,0,0,0,108,100,0
1,26.92,2.25,0,0,3,2,0.5,0,0,0,1,0,640,4000,0
1,33.75,2.75,0,0,3,2,0,0,0,0,0,0,180,0,0
1,38.92,1.75,0,0,5,0,0.5,0,0,0,1,0,300,2,0
1,62.75,7,0,0,11,5,0,0,0,0,0,0,0,12,0
1,26.75,4.5,1,1,0,2,2.5,0,0,0,0,0,200,1210,0
1,63.33,0.54,0,0,0,0,0.585,1,1,3,1,0,180,0,0
1,27.83,1.5,0,0,9,0,2.25,0,1,1,1,0,100,3,0
0,26.17,2,0,0,4,3,0,0,0,0,1,0,276,1,0
1,22.17,0.585,1,1,13,7,0,0,0,0,0,0,100,0,0
1,22.5,11.5,1,1,6,0,1.5,0,0,0,1,0,0,4000,0
1,30.75,1.585,0,0,1,0,0.585,0,0,0,1,2,0,0,0
1,36.67,2,0,0,3,0,0.25,0,0,0,1,0,221,0,0
0,16,0.165,0,0,12,0,1,0,1,2,1,0,320,1,0
1,41.17,1.335,0,0,1,0,0.165,0,0,0,0,0,168,0,0
0,19.5,0.165,0,0,8,0,0.04,0,0,0,1,0,380,0,0
1,32.42,3,0,0,1,0,0.165,0,0,0,1,0,120,0,0
0,36.75,4.71,0,0,13,7,0,0,0,0,0,0,160,0,0
0,30.25,5.5,0,0,5,0,5.5,0,0,0,1,2,100,0,0
1,23.08,2.5,0,0,13,7,0.085,0,0,0,1,0,100,4208,0
1,26.83,0.54,0,0,5,7,0,0,0,0,0,0,100,0,0
1,16.92,0.335,1,1,5,0,0.29,0,0,0,0,2,200,0,0
1,24.42,2,0,0,11,6,0.165,0,1,2,0,0,320,1300,0
1,42.83,1.25,0,0,6,0,13.875,0,1,1,1,0,352,112,0
0,22.75,6.165,0,0,12,0,0.165,0,0,0,0,0,220,1000,0
1,39.42,1.71,1,1,6,0,0.165,0,0,0,0,2,400,0,0
0,23.58,11.5,1,1,5,1,3,0,0,0,1,0,20,16,0
1,21.42,0.75,1,1,7,4,0.75,0,0,0,1,0,132,2,0
1,33,2.5,1,1,9,0,7,0,0,0,1,0,280,0,0
1,26.33,13,0,0,11,6,0,0,0,0,1,0,140,1110,0
0,45,4.585,0,0,5,1,1,0,0,0,1,2,240,0,0
1,26.25,1.54,0,0,9,0,0.125,0,0,0,0,0,100,0,0
0,20.83,0.5,1,1,11,6,1,0,0,0,0,0,260,0,0
1,28.67,14.5,0,0,1,0,0.125,0,0,0,0,0,0,286,0
1,20.67,0.835,1,1,0,0,2,0,0,0,1,2,240,0,0
1,34.42,1.335,0,0,3,2,0.125,0,0,0,1,0,440,4500,0
1,33.58,0.25,0,0,3,2,4,0,0,0,1,2,420,0,0
1,43.17,5,0,0,3,2,2.25,0,0,0,1,0,141,0,0
0,22.67,7,0,0,0,0,0.165,0,0,0,0,0,160,0,0
0,24.33,2.5,1,1,3,2,4.5,0,0,0,0,0,200,456,0
0,56.83,4.25,1,1,13,7,5,0,0,0,1,0,0,4,0
1,22.08,11.46,0,0,5,0,1.585,0,0,0,1,0,100,1212,0
1,34,5.5,1,1,0,0,1.5,0,0,0,1,0,60,0,0
1,22.58,1.5,1,1,12,0,0.54,0,0,0,1,0,120,67,0
1,21.17,0,0,0,0,0,0.5,0,0,0,1,2,0,0,0
1,26.67,14.585,0,0,3,2,0,0,0,0,1,0,178,0,0
1,22.92,0.17,0,0,6,0,0.085,0,0,0,0,2,0,0,0
1,15.17,7,0,0,11,0,1,0,0,0,0,0,600,0,0
1,39.92,5,0,0,3,2,0.21,0,0,0,0,0,550,0,0
1,27.42,12.5,0,0,12,2,0.25,0,0,0,1,0,720,0,0
1,24.75,0.54,0,0,6,0,1,0,0,0,1,0,120,1,0
1,41.17,1.25,1,1,9,0,0.25,0,0,0,0,0,0,195,0
0,33.08,1.625,0,0,1,0,0.54,0,0,0,1,0,0,0,0
1,29.83,2.04,1,1,10,1,0.04,0,0,0,0,0,128,1,0
0,23.58,0.585,1,1,13,7,0.125,0,0,0,0,0,120,87,0
1,26.17,12.5,1,1,5,1,1.25,0,0,0,1,0,0,17,0
1,31,2.085,0,0,0,0,0.085,0,0,0,0,0,300,0,0
1,20.75,5.085,1,1,4,0,0.29,0,0,0,0,0,140,184,0
1,28.92,0.375,0,0,0,0,0.29,0,0,0,0,0,220,140,0
0,51.92,6.5,0,0,3,2,3.085,0,0,0,1,0,73,0,0
0,22.67,0.335,0,0,8,0,0.75,0,0,0,0,2,160,0,0
1,34,5.085,1,1,3,2,1.085,0,0,0,1,0,480,0,0
0,69.5,6,0,0,13,7,0,0,0,0,0,2,0,0,0
0,19.58,0.665,1,1,0,0,1,0,1,1,0,0,2000,2,0
1,16,3.125,0,0,9,0,0.085,0,1,1,0,0,0,6,0
1,17.08,0.25,0,0,8,0,0.335,0,1,4,0,0,160,8,0
1,31.25,2.835,0,0,13,7,0,0,1,5,0,0,176,146,0
1,25.17,3,0,0,0,0,1.25,0,1,1,0,0,0,22,0
0,22.67,0.79,0,0,3,0,0.085,0,0,0,0,0,144,0,0
1,40.58,1.5,0,0,3,2,0,0,0,0,0,2,300,0,0
1,22.25,0.46,0,0,5,0,0.125,0,0,0,1,0,280,55,0
0,22.25,1.25,1,1,13,7,3.25,0,0,0,0,0,280,0,0
1,22.5,0.125,1,1,5,0,0.125,0,0,0,0,0,200,70,0
1,23.58,1.79,0,0,0,0,0.54,0,0,0,1,0,136,1,0
1,38.42,0.705,0,0,0,0,0.375,0,1,2,0,0,225,500,0
0,26.58,2.54,1,1,13,7,0,0,0,0,1,0,180,60,0
1,35,2.5,0,0,3,0,1,0,0,0,1,0,210,0,0
1,20.42,1.085,0,0,8,0,1.5,0,0,0,0,0,108,7,0
1,29.42,1.25,0,0,9,0,1.75,0,0,0,0,0,200,0,0
1,26.17,0.835,0,0,2,0,1.165,0,0,0,0,0,100,0,0
1,33.67,2.165,0,0,0,0,1.5,0,0,0,0,1,120,0,0
1,24.58,1.25,0,0,0,0,0.25,0,0,0,0,0,110,0,0
0,27.67,2.04,0,0,9,0,0.25,0,0,0,1,0,180,50,0
1,37.5,0.835,0,0,11,0,0.04,0,0,0,0,0,120,5,0
1,49.17,2.29,0,0,13,7,0.29,0,0,0,0,0,200,3,0
1,33.58,0.335,1,1,2,0,0.085,0,0,0,0,0,180,0,0
1,51.83,3,1,1,13,7,1.5,0,0,0,0,0,180,4,0
1,22.92,3.165,1,1,0,0,0.165,0,0,0,0,0,160,1058,0
1,21.83,1.54,0,0,5,0,0.085,0,0,0,1,0,356,0,0
1,25.25,1,0,0,12,0,0.5,0,0,0,0,0,200,0,0
1,58.58,2.71,0,0,0,0,2.415,0,0,0,1,0,320,0,0
1,19,0,1,1,13,7,0,0,1,4,0,0,45,1,0
1,19.58,0.585,0,0,13,7,0,0,1,3,0,0,350,769,0
0,53.33,0.165,0,0,13,7,0,0,0,0,1,2,62,27,0
0,27.17,1.25,0,0,13,7,0,0,1,1,0,0,92,300,0
1,25.92,0.875,0,0,5,0,0.375,0,1,2,1,0,174,3,0
1,23.08,0,0,0,5,0,1,0,1,11,0,2,0,0,0
1,39.58,5,0,0,13,7,0,0,1,2,0,0,17,1,0
1,30.58,2.71,1,1,6,0,0.125,0,0,0,1,2,80,0,0
1,17.25,3,0,0,5,0,0.04,0,0,0,1,0,160,40,0
0,17.67,0,1,1,4,7,0,0,0,0,0,0,86,0,0
1,16.5,0.125,0,0,0,0,0.165,0,0,0,0,0,132,0,0
0,27.33,1.665,0,0,13,7,0,0,0,0,0,0,340,1,0
1,31.25,1.125,0,0,13,7,0,0,1,1,0,0,96,19,0
1,20,7,0,0,0,0,0.5,0,0,0,0,0,0,0,0
1,39.5,1.625,0,0,0,0,1.5,0,0,0,0,0,0,316,0
1,36.5,4.25,0,0,8,0,3.5,0,0,0,0,0,454,50,0
1,52.42,1.5,0,0,1,0,3.75,0,0,0,1,0,0,350,0
1,36.17,18.125,0,0,9,0,0.085,0,0,0,0,0,320,3552,0
1,29.67,0.75,1,1,0,0,0.04,0,0,0,0,0,240,0,0
1,36.17,5.5,0,0,3,2,5,0,0,0,0,0,210,687,0
1,25.67,0.29,1,1,0,0,1.5,0,0,0,1,0,160,0,0
0,24.5,2.415,1,1,0,0,0,0,0,0,0,0,120,0,0
1,24.08,0.875,0,0,6,0,0.085,0,1,4,0,0,254,1950,0
1,21.92,0.5,0,0,0,0,0.125,0,0,0,0,0,360,0,0
0,36.58,0.29,0,0,13,7,0,0,1,10,0,0,200,18,0
0,23,1.835,0,0,4,3,0,0,1,1,0,0,200,53,0
0,27.58,3,0,0,6,0,2.79,0,1,1,1,0,280,10,0
1,31.08,3.085,0,0,0,0,2.5,0,1,2,1,0,160,41,0
0,30.42,1.375,0,0,9,1,0.04,0,1,3,0,0,0,33,0
1,22.08,2.335,0,0,5,0,0.75,0,0,0,0,0,180,0,0
1,16.33,4.085,0,0,3,1,0.415,0,0,0,1,0,120,0,0
0,21.92,11.665,0,0,5,1,0.085,0,0,0,0,0,320,5,0
1,21.08,4.125,1,1,3,1,0.04,0,0,0,0,0,140,100,0
1,17.42,6.5,0,0,3,0,0.125,0,0,0,0,0,60,100,0
1,19.17,4,1,1,3,0,1,0,0,0,1,0,360,1000,0
1,20.67,0.415,0,0,0,0,0.125,0,0,0,0,0,0,44,0
1,26.75,2,0,0,1,0,0.75,0,0,0,1,0,80,0,0
1,23.58,0.835,0,0,3,1,0.085,0,0,0,1,0,220,5,0
1,39.17,2.5,1,1,3,1,10,0,0,0,1,2,200,0,0
1,22.75,11.5,0,0,3,0,0.415,0,0,0,0,0,0,0,0
0,16.92,0.5,0,0,3,0,0.165,0,1,6,1,0,240,35,0
1,23.5,3.165,1,1,5,0,0.415,0,1,1,1,0,280,80,0
0,17.33,9.5,0,0,12,0,1.75,0,1,10,1,0,0,10,0
1,23.75,0.415,1,1,0,0,0.04,0,1,2,0,0,128,6,0
1,34.67,1.08,0,0,6,0,1.165,0,0,0,0,2,28,0,0
1,74.83,19,1,1,13,7,0.04,0,1,2,0,0,0,351,0
1,28.17,0.125,1,1,5,0,0.085,0,0,0,0,0,216,2100,0
1,24.5,13.335,1,1,12,0,0.04,0,0,0,1,0,120,475,0
1,18.83,3.54,1,1,13,7,0,0,0,0,1,0,180,1,0
0,22.5,8.5,0,0,8,0,1.75,1,1,10,0,0,80,990,0
0,28.58,1.665,0,0,8,0,2.415,1,0,0,1,0,440,0,0
1,45.17,1.5,0,0,0,0,2.5,1,0,0,1,0,140,0,0
1,41.58,1.75,0,0,5,0,0.21,1,0,0,0,0,160,0,0
0,57.08,0.335,0,0,3,2,1,1,0,0,1,0,252,2197,0
0,55.75,7.08,0,0,5,1,6.75,1,1,3,1,0,100,50,0
1,43.25,25.21,0,0,8,1,0.21,1,1,1,0,0,760,90,0
0,25.33,2.085,0,0,0,1,2.75,1,0,0,1,0,360,1,0
0,24.58,0.67,0,0,12,1,1.75,1,0,0,0,0,400,0,0
1,43.17,2.25,0,0,3,2,0.75,1,0,0,0,0,560,0,0
1,40.92,0.835,0,0,13,7,0,1,0,0,0,0,130,1,0
1,31.83,2.5,0,0,12,0,7.5,1,0,0,1,0,523,0,0
0,33.92,1.585,1,1,13,7,0,1,0,0,0,0,320,0,0
0,24.92,1.25,0,0,13,7,0,1,0,0,0,0,80,0,0
1,35.25,3.165,0,0,10,1,3.75,1,0,0,1,0,680,0,0
1,19.42,1.5,1,1,2,0,2,1,0,0,1,0,100,20,0
1,42.75,3,0,0,3,2,1,1,0,0,0,0,0,200,0
1,19.67,10,1,1,5,1,0.835,1,0,0,1,0,140,0,0
1,36.33,3.79,0,0,9,0,1.165,1,0,0,1,0,200,0,0
1,30.08,1.04,1,1,3,2,0.5,1,1,10,1,0,132,28,0
1,44.25,11,1,1,1,0,1.5,1,0,0,0,2,0,0,0
1,23.58,0.46,1,1,9,0,2.625,1,1,6,1,0,208,347,0
1,29.83,1.25,1,1,5,0,0.25,0,0,0,0,0,224,0,0
1,20.08,0.25,0,0,8,0,0.125,0,0,0,0,0,200,0,0
1,23.42,0.585,0,0,0,1,0.085,1,0,0,0,0,180,0,0
0,29.58,1.75,1,1,5,0,1.25,0,0,0,1,0,280,0,0
1,32.33,3.5,0,0,5,0,0.5,0,0,0,1,0,232,0,0
1,47.83,4.165,0,0,10,2,0.085,0,0,0,1,0,520,0,0
1,20,1.25,1,1,5,0,0.125,0,0,0,0,0,140,4,0
1,27.58,3.25,1,1,8,1,5.085,0,1,2,1,0,369,1,0
1,22,0.79,0,0,9,0,0.29,0,1,1,0,0,420,283,0
1,19.33,10.915,0,0,0,2,0.585,0,1,2,1,0,200,7,0
0,38.33,4.415,0,0,0,0,0.125,0,0,0,0,0,160,0,0
1,29.42,1.25,0,0,0,1,0.25,0,1,2,1,0,400,108,0
1,22.67,0.75,0,0,3,0,1.585,0,1,1,1,0,400,9,0
1,32.25,14,1,1,13,7,0,0,1,2,0,0,160,1,0
1,29.58,4.75,0,0,6,0,2,0,1,1,1,0,460,68,0
1,18.42,10.415,1,1,12,0,0.125,1,0,0,0,0,120,375,0
1,22.17,2.25,0,0,3,0,0.125,0,0,0,0,0,160,10,0
1,18.83,0,0,0,8,0,0.665,0,0,0,0,0,160,1,0
1,21.58,0.79,1,1,2,0,0.665,0,0,0,0,0,160,0,0
1,23.75,12,0,0,0,0,2.085,0,0,0,0,2,80,0,0
1,36.08,2.54,0,0,13,7,0,0,0,0,0,0,0,1000,0
1,29.25,13,0,0,1,1,0.5,0,0,0,0,0,228,0,0
0,19.58,0.665,0,0,9,0,1.665,0,0,0,0,0,220,5,0
0,22.92,1.25,0,0,8,0,0.25,0,0,0,1,0,120,809,0
0,27.25,0.29,0,0,6,1,0.125,0,1,1,1,0,272,108,0
0,38.75,1.5,0,0,13,7,0,0,0,0,0,0,76,0,0
1,32.42,2.165,1,1,5,7,0,0,0,0,0,0,120,0,0
0,23.75,0.71,0,0,9,0,0.25,0,1,1,1,0,240,4,0
1,18.17,2.46,0,0,0,4,0.96,0,1,2,1,0,160,587,0
1,40.92,0.5,1,1,6,0,0.5,0,0,0,1,0,130,0,0
1,19.5,9.585,0,0,12,0,0.79,0,0,0,0,0,80,350,0
1,28.58,3.625,0,0,12,0,0.25,0,0,0,1,0,100,0,0
1,35.58,0.75,0,0,5,0,1.5,0,0,0,1,0,231,0,0
1,34.17,2.75,0,0,3,2,2.5,0,0,0,1,0,232,200,0
1,31.58,0.75,1,1,12,0,3.5,0,0,0,1,0,320,0,0
0,52.5,7,0,0,12,1,3,0,0,0,0,0,0,0,0
1,36.17,0.42,1,1,9,0,0.29,0,0,0,1,0,309,2,0
1,37.33,2.665,0,0,2,0,0.165,0,0,0,1,0,0,501,0
0,20.83,8.5,0,0,0,0,0.165,0,0,0,0,0,0,351,0
1,24.08,9,0,0,12,0,0.25,0,0,0,1,0,0,0,0
1,25.58,0.335,0,0,5,1,3.5,0,0,0,1,0,340,0,0
0,35.17,3.75,0,0,13,7,0,0,1,6,0,0,0,200,0
1,48.08,3.75,0,0,3,2,1,0,0,0,0,0,100,2,0
0,15.83,7.625,0,0,8,0,0.125,0,1,1,1,0,0,160,0
0,22.5,0.415,0,0,3,0,0.335,0,0,0,1,2,144,0,0
1,21.5,11.5,0,0,3,0,0.5,1,0,0,1,0,100,68,0
0,23.58,0.83,0,0,8,0,0.415,0,1,1,1,0,200,11,0
0,21.08,5,1,1,13,7,0,0,0,0,0,0,0,0,0
1,25.67,3.25,0,0,0,1,2.29,0,1,1,1,0,416,21,0
0,38.92,1.665,0,0,12,0,0.25,0,0,0,0,0,0,390,0
0,15.75,0.375,0,0,0,0,1,0,0,0,0,0,120,18,0
0,28.58,3.75,0,0,0,0,0.25,0,1,1,1,0,40,154,0
